Airline,Source,Destination,Total_Stops,Day_of_Journey,Month_of_Journey,Dep_hour,Dep_min,Duration_hours,Duration_mins,Arrival_hour,Arrival_min,Price
Multiple carriers,Delhi,Cochin,1,12,6,7,5,15,25,22,30,9646
IndiGo,Chennai,Kolkata,0,3,3,14,40,2,25,17,5,7295
Air Asia,Kolkata,Banglore,1,9,4,6,50,3,40,10,30,5162
IndiGo,Banglore,New_Delhi,0,9,3,18,25,2,55,21,20,6860
Vistara,Delhi,Cochin,0,15,4,6,0,3,10,9,10,6216
Air Asia,Kolkata,Banglore,1,24,5,7,35,11,50,19,25,5192
IndiGo,Banglore,Delhi,0,9,4,20,0,2,50,22,50,4823
SpiceJet,Banglore,Delhi,0,3,4,9,30,2,50,12,20,3919
IndiGo,Mumbai,Hyderabad,0,3,6,19,5,1,30,20,35,2754
Multiple carriers,Delhi,Cochin,1,9,5,7,30,11,30,19,0,9315
Multiple carriers,Delhi,Cochin,1,27,3,10,0,8,50,18,50,11667
Jet Airways,Kolkata,Banglore,1,12,6,8,25,20,15,4,40,6224
Air India,Kolkata,Banglore,2,24,3,9,25,20,10,5,35,13349
Jet Airways,Banglore,New_Delhi,1,18,3,16,55,16,5,9,0,11087
Multiple carriers,Delhi,Cochin,1,6,3,13,0,12,35,1,35,15603
Jet Airways,Delhi,Cochin,2,9,5,19,30,17,5,12,35,15129
IndiGo,Banglore,Delhi,0,9,4,16,55,3,0,19,55,4823
Vistara,Kolkata,Banglore,1,1,5,7,10,15,30,22,40,8452
Multiple carriers,Delhi,Cochin,1,6,6,7,30,11,30,19,0,12524
SpiceJet,Chennai,Kolkata,0,27,3,17,45,2,20,20,5,3384
Jet Airways,Delhi,Cochin,1,1,6,19,15,23,45,19,0,10262
SpiceJet,Mumbai,Hyderabad,0,18,6,13,15,1,30,14,45,1965
IndiGo,Kolkata,Banglore,0,18,5,22,15,2,35,0,50,4804
Jet Airways,Delhi,Cochin,1,27,5,18,15,24,45,19,0,16079
Jet Airways,Delhi,Cochin,2,1,6,21,25,21,35,19,0,13292
Air Asia,Delhi,Cochin,1,9,5,7,55,5,30,13,25,6751
Air India,Delhi,Cochin,1,15,5,7,0,12,15,19,15,8669
IndiGo,Delhi,Cochin,1,3,3,17,30,8,5,1,35,14871
Jet Airways,Delhi,Cochin,1,21,5,14,0,5,0,19,0,12898
SpiceJet,Banglore,Delhi,0,6,6,9,30,2,50,12,20,3919
Multiple carriers,Delhi,Cochin,1,1,3,12,50,6,25,19,15,36983
IndiGo,Chennai,Kolkata,0,3,6,19,35,2,20,21,55,3597
Air India,Banglore,New_Delhi,0,9,3,17,0,2,45,19,45,10741
Air India,Kolkata,Banglore,2,6,6,16,50,12,45,5,35,11432
Jet Airways,Banglore,New_Delhi,1,12,3,18,55,15,50,10,45,11087
Jet Airways,Delhi,Cochin,2,3,6,9,35,27,0,12,35,13292
Air India,Delhi,Cochin,3,15,6,5,15,26,25,7,40,10493
GoAir,Banglore,New_Delhi,0,9,3,7,45,2,55,10,40,7631
Air India,Delhi,Cochin,2,6,6,6,50,24,50,7,40,13381
Jet Airways,Kolkata,Banglore,1,6,6,20,0,8,40,4,40,13731
Air India,Delhi,Cochin,2,21,5,5,55,25,45,7,40,11911
IndiGo,Banglore,Delhi,0,18,4,23,30,2,50,2,20,4591
Multiple carriers,Delhi,Cochin,1,3,6,13,0,6,15,19,15,14848
Multiple carriers,Delhi,Cochin,1,12,6,8,45,10,30,19,15,8266
Air India,Delhi,Cochin,2,18,5,17,15,26,0,19,15,12392
Jet Airways,Kolkata,Banglore,1,12,6,18,55,17,5,12,0,13044
Jet Airways,Delhi,Cochin,1,21,5,7,5,21,20,4,25,12898
Jet Airways,Delhi,Cochin,1,21,3,22,50,5,35,4,25,12242
IndiGo,Banglore,Delhi,0,18,5,10,10,2,50,13,0,3943
Vistara,Kolkata,Banglore,1,24,3,20,20,25,50,22,10,11105
Jet Airways,Kolkata,Banglore,1,12,5,21,10,12,10,9,20,14388
Jet Airways,Delhi,Cochin,2,18,5,19,30,17,5,12,35,13014
Multiple carriers,Delhi,Cochin,1,6,3,10,20,8,30,18,50,15411
Jet Airways,Delhi,Cochin,1,9,3,19,45,23,5,18,50,16289
IndiGo,Delhi,Cochin,1,15,5,6,50,9,20,16,10,6442
Jet Airways,Kolkata,Banglore,1,18,5,8,25,7,55,16,20,10844
Jet Airways,Mumbai,Hyderabad,0,18,5,10,20,1,30,11,50,5678
IndiGo,Banglore,Delhi,0,12,4,23,30,2,50,2,20,6906
SpiceJet,Chennai,Kolkata,0,21,5,9,45,2,15,12,0,3543
Jet Airways,Delhi,Cochin,1,6,6,9,0,10,0,19,0,14714
Vistara Premium economy,Banglore,New_Delhi,0,3,3,16,0,2,35,18,35,11793
Multiple carriers,Delhi,Cochin,1,15,5,11,30,7,45,19,15,14323
SpiceJet,Banglore,Delhi,0,9,4,21,10,2,55,0,5,3971
Vistara,Kolkata,Banglore,1,6,5,20,20,26,20,22,40,8452
Vistara,Banglore,Delhi,0,12,4,7,0,2,40,9,40,5403
Multiple carriers,Delhi,Cochin,1,9,5,10,0,11,0,21,0,13727
Air India,Kolkata,Banglore,2,1,4,10,0,19,25,5,25,12639
Jet Airways,Banglore,Delhi,0,18,4,15,15,2,55,18,10,5198
Vistara,Banglore,Delhi,0,1,6,19,30,2,45,22,15,4878
Jet Airways,Delhi,Cochin,1,18,5,19,45,23,15,19,0,12373
Multiple carriers,Delhi,Cochin,1,3,3,7,10,9,0,16,10,8552
Vistara,Delhi,Cochin,0,21,4,14,40,3,10,17,50,6741
Multiple carriers,Delhi,Cochin,1,9,4,12,50,6,25,19,15,6481
Multiple carriers,Delhi,Cochin,1,6,6,10,35,8,40,19,15,7354
Air India,Banglore,Delhi,0,21,4,21,5,2,50,23,55,5228
Jet Airways,Kolkata,Banglore,1,12,5,8,25,12,20,20,45,10844
IndiGo,Delhi,Cochin,1,18,5,6,50,5,20,12,10,6347
Air India,Banglore,New_Delhi,1,15,3,8,15,4,0,12,15,5013
Jet Airways,Kolkata,Banglore,1,9,6,18,55,9,45,4,40,9663
IndiGo,Banglore,Delhi,0,6,4,18,25,2,55,21,20,4823
Air India,Delhi,Cochin,2,24,6,16,55,26,20,19,15,13381
SpiceJet,Chennai,Kolkata,0,1,6,9,45,2,15,12,0,3543
Jet Airways,Kolkata,Banglore,1,15,5,18,55,9,45,4,40,9663
Jet Airways,Kolkata,Banglore,1,1,4,18,55,24,55,19,50,7064
Jet Airways,Delhi,Cochin,1,9,6,7,5,11,55,19,0,10262
Air India,Delhi,Cochin,2,1,6,10,55,8,20,19,15,13013
Jet Airways,Delhi,Cochin,2,27,6,19,10,17,25,12,35,15339
GoAir,Banglore,Delhi,0,18,4,11,40,2,50,14,30,4937
IndiGo,Delhi,Cochin,1,6,6,5,5,7,5,12,10,6818
Air India,Delhi,Cochin,2,18,5,22,0,21,15,19,15,10441
Jet Airways,Delhi,Cochin,1,3,4,14,0,5,0,19,0,5177
IndiGo,Chennai,Kolkata,0,27,6,11,35,2,25,14,0,3858
IndiGo,Kolkata,Banglore,1,18,5,21,0,5,15,2,15,6534
Multiple carriers,Delhi,Cochin,1,15,6,10,20,15,10,1,30,6795
Multiple carriers,Delhi,Cochin,1,3,6,7,30,11,45,19,15,9736
Jet Airways,Banglore,Delhi,0,1,5,19,50,3,0,22,50,7229
SpiceJet,Delhi,Cochin,1,24,4,17,55,4,55,22,50,4957
IndiGo,Banglore,New_Delhi,0,9,3,6,0,2,45,8,45,7648
SpiceJet,Kolkata,Banglore,0,15,6,14,55,2,30,17,25,3873
Jet Airways,Kolkata,Banglore,1,12,5,18,55,9,45,4,40,14388
IndiGo,Kolkata,Banglore,0,6,3,17,15,2,40,19,55,5618
Multiple carriers,Delhi,Cochin,1,9,6,19,0,6,30,1,30,7408
Air Asia,Delhi,Cochin,1,3,3,16,45,5,30,22,15,13774
Vistara,Banglore,Delhi,0,3,5,7,0,2,40,9,40,4668
Jet Airways,Delhi,Cochin,2,21,3,18,20,34,5,4,25,13082
Air India,Delhi,Cochin,1,3,6,3,50,15,25,19,15,8669
IndiGo,Delhi,Cochin,1,24,6,16,0,9,30,1,30,6316
Jet Airways,Delhi,Cochin,1,6,3,22,20,6,5,4,25,12583
Vistara,Banglore,New_Delhi,0,9,3,16,10,2,40,18,50,7923
GoAir,Delhi,Cochin,1,3,3,7,0,5,50,12,50,7378
Vistara,Banglore,Delhi,0,3,6,19,30,2,45,22,15,4878
Jet Airways,Kolkata,Banglore,1,18,5,16,30,27,20,19,50,10844
Jet Airways,Banglore,Delhi,0,3,4,8,20,3,0,11,20,7229
SpiceJet,Delhi,Cochin,1,21,5,6,5,5,15,11,20,6297
Jet Airways,Kolkata,Banglore,1,12,6,20,0,16,0,12,0,8529
Multiple carriers,Delhi,Cochin,1,18,5,14,0,7,0,21,0,13727
SpiceJet,Kolkata,Banglore,1,24,5,8,35,8,40,17,15,6643
Multiple carriers,Delhi,Cochin,1,9,5,10,0,9,0,19,0,10197
SpiceJet,Kolkata,Banglore,0,21,4,22,20,2,20,0,40,4911
IndiGo,Chennai,Kolkata,0,6,3,5,15,2,20,7,35,6482
Jet Airways,Banglore,New_Delhi,1,1,3,8,55,6,20,15,15,26890
IndiGo,Kolkata,Banglore,1,18,5,19,20,4,25,23,45,3717
IndiGo,Chennai,Kolkata,0,1,6,13,15,2,20,15,35,3597
Air India,Banglore,New_Delhi,2,18,3,11,5,11,5,22,10,10846
Air India,Banglore,New_Delhi,1,1,3,5,50,16,55,22,45,14069
Jet Airways,Delhi,Cochin,1,1,4,22,50,13,45,12,35,5177
Air India,Delhi,Cochin,2,6,3,5,55,25,45,7,40,14641
IndiGo,Delhi,Cochin,1,6,6,8,35,13,55,22,30,6442
Air India,Delhi,Cochin,1,21,3,17,45,5,15,23,0,5704
Jet Airways,Kolkata,Banglore,1,6,5,14,5,19,15,9,20,9663
Jet Airways,Delhi,Cochin,1,6,6,20,55,7,30,4,25,14714
Jet Airways,Delhi,Cochin,1,1,4,10,0,9,0,19,0,5406
Vistara,Kolkata,Banglore,1,15,5,20,20,24,0,20,20,8610
Jet Airways,Delhi,Cochin,2,12,6,18,25,18,10,12,35,14237
IndiGo,Banglore,Delhi,0,9,6,7,10,2,55,10,5,4823
IndiGo,Mumbai,Hyderabad,0,27,3,20,5,1,30,21,35,2227
Jet Airways,Delhi,Cochin,1,18,5,7,5,21,20,4,25,12373
Air India,Delhi,Cochin,1,6,6,13,0,6,15,19,15,8372
Jet Airways,Delhi,Cochin,1,3,3,13,55,14,30,4,25,17024
Air India,Mumbai,Hyderabad,0,27,5,21,5,1,20,22,25,3100
Jet Airways,Delhi,Cochin,1,9,3,6,50,12,55,19,45,14053
IndiGo,Chennai,Kolkata,0,9,5,5,15,2,25,7,40,3540
Vistara,Kolkata,Banglore,1,21,5,20,20,22,30,18,50,9345
Jet Airways,Delhi,Cochin,2,1,6,5,30,22,55,4,25,10368
Jet Airways,Banglore,New_Delhi,1,1,3,7,0,5,25,12,25,26890
SpiceJet,Mumbai,Hyderabad,0,9,3,8,50,1,25,10,15,5755
Jet Airways,Banglore,New_Delhi,1,21,3,8,55,7,15,16,10,7832
Jet Airways,Kolkata,Banglore,1,6,5,8,25,12,20,20,45,14388
Air India,Delhi,Cochin,2,27,6,13,15,20,10,9,25,8839
Air India,Delhi,Cochin,2,3,3,22,0,21,15,19,15,22096
Vistara,Chennai,Kolkata,0,27,5,7,5,2,15,9,20,3687
Multiple carriers,Delhi,Cochin,1,15,5,8,30,10,30,19,0,9627
Multiple carriers,Delhi,Cochin,1,21,3,11,30,14,5,1,35,13542
IndiGo,Banglore,Delhi,0,27,4,4,0,2,50,6,50,4423
IndiGo,Delhi,Cochin,2,3,3,4,55,16,25,21,20,8899
SpiceJet,Delhi,Cochin,1,21,4,6,5,5,15,11,20,5583
Air Asia,Delhi,Cochin,1,27,5,16,45,13,50,6,35,6752
SpiceJet,Chennai,Kolkata,0,21,5,8,20,2,15,10,35,3543
Jet Airways,Banglore,New_Delhi,1,21,3,8,0,7,15,15,15,7832
Air India,Kolkata,Banglore,2,1,5,5,50,27,5,8,55,10991
Jet Airways,Delhi,Cochin,1,27,5,9,0,27,35,12,35,12898
Jet Airways,Delhi,Cochin,1,27,5,14,0,5,0,19,0,12898
GoAir,Banglore,Delhi,0,24,5,11,40,2,50,14,30,3398
Air India,Delhi,Cochin,0,24,4,5,10,2,50,8,0,5201
Air India,Kolkata,Banglore,2,6,5,10,0,15,20,1,20,13873
Air India,Delhi,Cochin,1,15,6,17,40,5,20,23,0,7384
Jet Airways,Delhi,Cochin,1,6,6,18,15,10,10,4,25,10262
Jet Airways,Kolkata,Banglore,1,24,3,8,25,27,35,12,0,10031
Jet Airways,Kolkata,Banglore,1,6,5,9,35,9,35,19,10,12384
Jet Airways,Kolkata,Banglore,1,9,5,14,5,28,10,18,15,7757
Jet Airways,Banglore,New_Delhi,1,6,3,21,25,14,0,11,25,17261
SpiceJet,Chennai,Kolkata,0,1,3,9,30,2,35,12,5,7298
Jet Airways,Banglore,Delhi,0,6,4,15,15,2,55,18,10,7229
IndiGo,Kolkata,Banglore,0,1,4,4,40,2,35,7,15,4174
IndiGo,Kolkata,Banglore,1,18,5,17,35,4,40,22,15,5699
Air India,Kolkata,Banglore,0,24,4,14,15,2,30,16,45,4880
Air India,Delhi,Cochin,1,6,3,8,0,11,15,19,15,15284
Jet Airways,Kolkata,Banglore,1,24,3,8,25,7,55,16,20,13759
Vistara,Kolkata,Banglore,1,24,3,9,55,8,50,18,45,16092
IndiGo,Mumbai,Hyderabad,0,9,3,6,20,1,25,7,45,4392
Jet Airways,Delhi,Cochin,1,24,6,20,55,15,40,12,35,10262
SpiceJet,Kolkata,Banglore,0,12,6,6,55,2,35,9,30,3841
GoAir,Banglore,Delhi,0,1,6,7,45,2,55,10,40,5048
Air India,Kolkata,Banglore,1,21,5,7,0,13,25,20,25,11096
IndiGo,Delhi,Cochin,1,24,4,7,35,4,35,12,10,5073
Jet Airways,Delhi,Cochin,1,3,3,9,55,18,30,4,25,19828
Vistara,Chennai,Kolkata,0,21,3,7,5,2,15,9,20,3739
Air India,Delhi,Cochin,2,9,3,5,0,38,15,19,15,10598
Jet Airways,Banglore,Delhi,0,15,6,18,55,3,5,22,0,7229
Vistara,Kolkata,Banglore,1,1,4,17,0,25,50,18,50,8610
Vistara,Delhi,Cochin,0,9,5,14,40,3,10,17,50,6216
Air India,Banglore,Delhi,0,9,6,13,20,2,50,16,10,6961
Jet Airways,Kolkata,Banglore,1,6,5,9,35,11,30,21,5,10703
Jet Airways,Kolkata,Banglore,1,15,5,17,0,6,35,23,35,14151
Jet Airways,Kolkata,Banglore,1,9,5,6,30,27,35,10,5,8586
IndiGo,Kolkata,Banglore,0,12,4,20,20,2,35,22,55,4488
Multiple carriers,Delhi,Cochin,1,15,6,18,0,7,30,1,30,7408
Jet Airways,Delhi,Cochin,0,18,4,11,0,3,15,14,15,5443
Jet Airways,Kolkata,Banglore,1,12,6,9,35,9,35,19,10,10539
Multiple carriers,Delhi,Cochin,1,1,6,13,0,12,30,1,30,7723
Multiple carriers,Delhi,Cochin,1,6,3,7,30,11,20,18,50,15411
Jet Airways,Banglore,Delhi,0,21,5,7,10,3,0,10,10,7229
IndiGo,Kolkata,Banglore,0,21,6,20,20,2,35,22,55,4804
Jet Airways,Mumbai,Hyderabad,0,3,3,2,55,1,30,4,25,4050
Jet Airways,Kolkata,Banglore,1,18,5,17,0,26,10,19,10,14151
SpiceJet,Delhi,Cochin,1,6,4,17,55,4,55,22,50,4957
Air India,Banglore,New_Delhi,0,3,3,21,10,2,45,23,55,7591
Jet Airways,Kolkata,Banglore,1,24,3,13,55,8,40,22,35,11134
IndiGo,Delhi,Cochin,1,27,5,5,5,7,5,12,10,6600
Air India,Banglore,New_Delhi,0,9,3,21,10,2,45,23,55,4966
Air India,Delhi,Cochin,2,1,6,6,50,24,50,7,40,15481
SpiceJet,Kolkata,Banglore,0,1,3,22,20,2,20,0,40,5515
Jet Airways,Delhi,Cochin,1,15,6,8,0,11,0,19,0,14714
GoAir,Delhi,Cochin,1,15,6,10,35,9,0,19,35,4959
Jet Airways,Banglore,Delhi,0,21,4,11,10,2,55,14,5,7229
Air India,Delhi,Cochin,0,15,5,18,5,3,5,21,10,6094
Air Asia,Kolkata,Banglore,0,24,4,10,20,2,35,12,55,4409
Multiple carriers,Delhi,Cochin,1,18,5,6,0,13,0,19,0,9794
Jet Airways,Mumbai,Hyderabad,0,3,4,2,55,1,25,4,20,5678
IndiGo,Delhi,Cochin,1,15,6,8,35,7,35,16,10,6442
Vistara,Banglore,Delhi,0,18,5,7,0,2,40,9,40,4878
Jet Airways,Kolkata,Banglore,1,24,3,21,10,12,55,10,5,12446
Jet Airways,Delhi,Cochin,2,9,5,23,5,29,20,4,25,16704
Jet Airways,Banglore,New_Delhi,1,15,3,5,45,5,0,10,45,9134
Jet Airways,Kolkata,Banglore,1,15,5,20,0,8,40,4,40,8586
Jet Airways,Banglore,Delhi,0,1,6,7,10,3,0,10,10,7229
Jet Airways,Banglore,Delhi,0,21,4,7,10,3,0,10,10,6144
Air India,Banglore,Delhi,0,18,5,10,0,2,45,12,45,6961
Jet Airways,Kolkata,Banglore,1,9,5,16,30,12,10,4,40,10844
IndiGo,Chennai,Kolkata,0,21,5,19,35,2,20,21,55,3597
SpiceJet,Banglore,New_Delhi,1,21,3,10,20,7,55,18,15,7139
Air India,Mumbai,Hyderabad,2,6,3,9,40,29,35,15,15,25139
Jet Airways,Delhi,Cochin,2,1,6,9,40,26,55,12,35,10368
Air India,Delhi,Cochin,1,6,4,20,40,12,45,9,25,5117
Multiple carriers,Delhi,Cochin,1,18,5,11,40,7,35,19,15,9211
SpiceJet,Kolkata,Banglore,0,15,4,17,10,2,30,19,40,4174
Multiple carriers,Delhi,Cochin,1,27,5,7,30,11,45,19,15,10786
Jet Airways,Banglore,New_Delhi,1,15,3,8,0,23,40,7,40,9134
Jet Airways,Delhi,Cochin,2,1,6,14,35,13,50,4,25,13376
Air India,Banglore,New_Delhi,1,21,3,22,0,12,50,10,50,6955
Jet Airways,Kolkata,Banglore,1,9,5,8,25,9,50,18,15,10844
Air Asia,Kolkata,Banglore,0,1,4,19,55,2,30,22,25,3807
Jet Airways,Kolkata,Banglore,1,1,5,14,5,21,55,12,0,9663
Jet Airways,Delhi,Cochin,1,9,5,2,15,26,10,4,25,12373
SpiceJet,Banglore,Delhi,0,1,5,21,10,2,55,0,5,4991
Air India,Delhi,Cochin,1,21,3,23,0,20,15,19,15,6745
Jet Airways,Delhi,Cochin,1,15,6,22,50,20,10,19,0,10262
Jet Airways,Delhi,Cochin,1,27,3,17,30,10,55,4,25,6540
SpiceJet,Kolkata,Banglore,0,6,4,17,10,2,30,19,40,3873
Jet Airways,Delhi,Cochin,1,9,5,21,50,21,10,19,0,15554
IndiGo,Kolkata,Banglore,0,27,5,20,20,2,35,22,55,4804
Jet Airways,Delhi,Cochin,1,27,3,23,5,20,40,19,45,7438
Air Asia,Banglore,Delhi,0,3,5,4,55,2,50,7,45,6181
Multiple carriers,Delhi,Cochin,1,1,5,19,0,6,30,1,30,9424
Air India,Banglore,New_Delhi,2,12,3,17,25,30,0,23,25,12725
Air India,Banglore,New_Delhi,1,15,3,8,15,13,10,21,25,6046
SpiceJet,Banglore,Delhi,0,15,6,21,10,2,55,0,5,3971
Jet Airways,Kolkata,Banglore,1,6,6,20,25,18,0,14,25,12692
IndiGo,Delhi,Cochin,1,6,3,14,20,8,0,22,20,7451
Jet Airways,Banglore,New_Delhi,1,12,3,22,55,8,45,7,40,13817
Jet Airways,Kolkata,Banglore,1,6,5,9,35,12,30,22,5,10703
Jet Airways,Banglore,New_Delhi,1,12,3,21,25,13,20,10,45,13817
Jet Airways,Banglore,New_Delhi,1,15,3,22,55,6,10,5,5,27210
Jet Airways,Kolkata,Banglore,1,18,5,21,10,7,30,4,40,13941
Air India,Banglore,New_Delhi,1,1,3,17,0,19,15,12,15,10246
IndiGo,Kolkata,Banglore,0,6,5,17,15,2,35,19,50,4804
Air Asia,Kolkata,Banglore,1,6,6,22,40,12,0,10,40,6810
Jet Airways,Banglore,Delhi,0,1,5,8,20,3,0,11,20,5198
Vistara,Banglore,Delhi,0,3,5,21,0,2,50,23,50,5613
IndiGo,Mumbai,Hyderabad,0,3,3,21,20,1,25,22,45,4784
Jet Airways,Delhi,Cochin,1,21,3,19,45,23,5,18,50,5406
Air India,Banglore,Delhi,0,27,4,13,20,2,50,16,10,5228
Jet Airways,Delhi,Cochin,1,27,5,20,55,22,5,19,0,12898
Air India,Chennai,Kolkata,0,15,6,11,40,2,15,13,55,4667
Jet Airways,Kolkata,Banglore,1,21,5,14,5,5,45,19,50,14781
Vistara,Banglore,Delhi,0,21,4,9,45,2,50,12,35,5403
Jet Airways,Kolkata,Banglore,1,12,6,14,5,9,30,23,35,9899
Jet Airways,Delhi,Cochin,2,21,5,19,30,8,55,4,25,13029
Vistara,Kolkata,Banglore,1,18,5,17,0,17,45,10,45,9187
IndiGo,Banglore,Delhi,0,24,5,20,0,2,50,22,50,4823
Air India,Delhi,Cochin,2,27,3,21,30,21,45,19,15,8665
IndiGo,Delhi,Cochin,1,6,3,8,25,12,35,21,0,14871
IndiGo,Mumbai,Hyderabad,0,21,6,6,25,1,30,7,55,4049
Air India,Chennai,Kolkata,0,12,6,11,40,2,15,13,55,4667
IndiGo,Kolkata,Banglore,1,9,4,19,55,3,55,23,50,4226
Air India,Banglore,New_Delhi,0,3,3,6,10,2,45,8,55,7591
Jet Airways,Banglore,New_Delhi,1,6,3,5,45,7,30,13,15,19225
Jet Airways,Delhi,Cochin,1,27,5,19,15,17,20,12,35,12898
IndiGo,Mumbai,Hyderabad,0,9,6,12,0,1,30,13,30,2754
SpiceJet,Mumbai,Hyderabad,0,3,5,13,15,1,30,14,45,1965
Air India,Kolkata,Banglore,2,24,3,16,45,30,30,23,15,12835
Jet Airways Business,Banglore,New_Delhi,1,1,3,5,45,5,0,10,45,52229
Multiple carriers,Delhi,Cochin,1,15,5,8,0,11,15,19,15,14533
Vistara,Banglore,Delhi,0,24,6,9,45,2,50,12,35,4668
Jet Airways,Delhi,Cochin,1,9,4,17,30,19,5,12,35,11822
Jet Airways,Delhi,Cochin,1,27,3,21,50,6,35,4,25,6017
Jet Airways,Delhi,Cochin,1,9,6,11,30,7,30,19,0,14714
SpiceJet,Chennai,Kolkata,0,9,6,8,20,2,15,10,35,3597
Air Asia,Banglore,Delhi,0,24,4,11,10,2,45,13,55,3383
Air India,Kolkata,Banglore,2,18,5,16,50,12,45,5,35,11642
Vistara,Banglore,Delhi,0,27,4,21,0,2,50,23,50,5403
Air India,Delhi,Cochin,2,3,3,16,40,26,35,19,15,14221
Jet Airways,Kolkata,Banglore,1,18,5,21,10,12,55,10,5,8586
IndiGo,Mumbai,Hyderabad,0,12,6,9,10,1,30,10,40,4049
Jet Airways,Delhi,Cochin,1,3,6,19,45,8,40,4,25,10262
Multiple carriers,Delhi,Cochin,1,21,5,7,0,14,0,21,0,7888
Air India,Delhi,Cochin,2,21,3,19,45,23,30,19,15,8236
Air India,Delhi,Cochin,2,6,6,13,20,29,55,19,15,12961
Jet Airways,Kolkata,Banglore,1,9,5,6,30,22,10,4,40,8586
IndiGo,Kolkata,Banglore,1,18,5,8,10,4,50,13,0,5279
GoAir,Banglore,Delhi,0,18,6,20,55,2,45,23,40,3419
Jet Airways,Delhi,Cochin,2,15,6,5,30,13,30,19,0,13292
Jet Airways,Kolkata,Banglore,1,15,5,20,25,13,20,9,45,13067
IndiGo,Chennai,Kolkata,0,3,5,13,15,2,20,15,35,3597
Jet Airways,Delhi,Cochin,1,18,5,7,5,11,55,19,0,15554
IndiGo,Delhi,Cochin,1,15,5,17,5,5,10,22,15,6027
Jet Airways,Kolkata,Banglore,1,9,5,6,30,11,45,18,15,14781
Jet Airways,Delhi,Cochin,2,1,6,14,35,13,50,4,25,13376
IndiGo,Banglore,Delhi,0,27,5,21,15,3,0,0,15,3943
GoAir,Delhi,Cochin,1,12,6,7,25,6,10,13,35,5842
IndiGo,Chennai,Kolkata,0,15,3,5,15,2,20,7,35,4326
Multiple carriers,Delhi,Cochin,1,1,6,8,30,10,45,19,15,8937
Air India,Chennai,Kolkata,0,21,3,11,40,2,15,13,55,3670
IndiGo,Banglore,Delhi,0,18,6,18,25,2,55,21,20,4823
Jet Airways,Mumbai,Hyderabad,0,3,4,19,35,1,30,21,5,2071
Multiple carriers,Delhi,Cochin,1,27,6,14,55,7,35,22,30,6093
Vistara,Kolkata,Banglore,1,24,3,20,20,26,35,22,55,11682
IndiGo,Banglore,New_Delhi,1,3,3,5,25,4,45,10,10,7774
Jet Airways,Kolkata,Banglore,1,12,5,17,0,21,25,14,25,13067
IndiGo,Delhi,Cochin,1,27,5,7,35,8,35,16,10,7514
Multiple carriers,Delhi,Cochin,1,9,4,17,0,8,30,1,30,6838
IndiGo,Chennai,Kolkata,0,18,3,13,20,2,15,15,35,3858
Multiple carriers,Delhi,Cochin,1,15,6,12,50,12,40,1,30,6795
Jet Airways,Delhi,Cochin,2,27,5,20,0,8,25,4,25,16263
Air India,Kolkata,Banglore,1,9,5,16,50,25,40,18,30,8576
Air India,Banglore,Delhi,0,6,5,10,0,2,45,12,45,5228
Jet Airways,Delhi,Cochin,2,1,5,23,5,29,20,4,25,16704
IndiGo,Kolkata,Banglore,0,24,3,20,25,2,40,23,5,8872
GoAir,Banglore,Delhi,0,3,5,11,40,2,50,14,30,3898
SpiceJet,Chennai,Kolkata,0,21,3,17,45,2,20,20,5,3332
Jet Airways,Kolkata,Banglore,1,21,5,10,20,7,15,17,35,5608
Jet Airways,Kolkata,Banglore,1,9,5,8,25,20,15,4,40,13941
Multiple carriers,Delhi,Cochin,1,21,3,7,30,11,45,19,15,9100
Vistara,Banglore,Delhi,0,15,6,17,0,2,35,19,35,4878
IndiGo,Delhi,Cochin,1,1,6,7,30,13,30,21,0,6416
SpiceJet,Mumbai,Hyderabad,0,12,5,5,45,1,30,7,15,2017
Jet Airways,Delhi,Cochin,2,27,3,19,10,24,35,19,45,10976
Jet Airways,Kolkata,Banglore,1,24,3,19,45,20,35,16,20,10031
IndiGo,Kolkata,Banglore,0,18,3,5,30,2,50,8,20,4462
IndiGo,Delhi,Cochin,1,1,4,7,35,4,35,12,10,5073
IndiGo,Chennai,Kolkata,0,27,3,5,15,2,20,7,35,4326
Multiple carriers Premium economy,Delhi,Cochin,1,21,3,7,30,11,45,19,15,10161
IndiGo,Mumbai,Hyderabad,0,12,6,16,55,1,30,18,25,3175
Vistara,Kolkata,Banglore,1,24,3,20,20,12,50,9,10,12312
Jet Airways,Delhi,Cochin,2,21,3,18,20,24,30,18,50,12604
Multiple carriers,Delhi,Cochin,1,15,6,7,30,11,30,19,0,10877
IndiGo,Kolkata,Banglore,1,18,5,6,20,4,0,10,20,4226
Jet Airways,Delhi,Cochin,1,6,4,8,0,11,0,19,0,5406
IndiGo,Delhi,Cochin,1,15,5,2,0,5,25,7,25,8618
IndiGo,Kolkata,Banglore,0,18,4,17,15,2,35,19,50,4174
GoAir,Delhi,Cochin,1,1,6,14,25,5,10,19,35,10651
Jet Airways,Delhi,Cochin,1,21,3,18,15,10,10,4,25,5963
Jet Airways,Delhi,Cochin,2,12,6,9,40,26,55,12,35,10368
IndiGo,Mumbai,Hyderabad,1,6,3,15,45,7,15,23,0,7681
Multiple carriers,Delhi,Cochin,1,21,5,12,50,8,10,21,0,7485
Jet Airways,Banglore,Delhi,0,3,4,15,15,2,55,18,10,4544
SpiceJet,Kolkata,Banglore,1,15,4,15,5,5,15,20,20,4649
